CATEGORY (i.e.ISCED description),COURSE TITLE,R1 2020,2020 R1 Random,R2 P2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,2020 Interview,avp,v
Health,Intellectual Disability Nursing,396,0.0,0,0.0,378,0.0,398,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/Geography,352,0.0,0,0.0,352,0.0,429,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/History,529,0.0,0,0.0,529,0.0,0,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/History of Art and Architecture,337,0.0,0,0.0,337,0.0,477,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/Modern Language,337,0.0,0,0.0,337,0.0,420,8,Trinity College Dublin,0.0,0,0
Arts,Ancient History and Archaeology/Religion,342,0.0,0,0.0,342,0.0,368,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/English Literature,498,1.0,496,0.0,496,0.0,523,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/History of Art and Architecture,335,0.0,0,0.0,335,0.0,466,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/Modern Language,335,0.0,0,0.0,335,0.0,536,8,Trinity College Dublin,0.0,0,0
Arts,Classical Civilisation/Philosophy,499,0.0,0,0.0,479,0.0,518,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Geography,534,0.0,0,0.0,534,0.0,552,8,Trinity College Dublin,0.0,0,0
Arts,Economics/History,534,0.0,0,0.0,534,0.0,566,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Mathematics,566,1.0,0,0.0,566,1.0,601,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Modern Language,534,0.0,0,0.0,534,0.0,578,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Philosophy,534,0.0,0,0.0,534,0.0,576,8,Trinity College Dublin,0.0,0,0
Arts,Economics/Sociology,534,0.0,0,0.0,534,0.0,541,8,Trinity College Dublin,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/English Literature,498,1.0,0,0.0,498,1.0,533,8,Trinity College Dublin,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/History of Art and Architecture,349,0.0,0,0.0,349,0.0,444,8,Trinity College Dublin,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,0.0,0,0.0,349,0.0,566,8,Trinity College Dublin,0.0,0,0
Arts,Classical Languages/Modern Language,349,0.0,0,0.0,349,0.0,349,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/History,529,0.0,0,0.0,529,0.0,552,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/History of Art and Architecture,498,1.0,497,0.0,497,0.0,533,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/Philosophy,499,0.0,0,0.0,495,0.0,532,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/Sociology,498,1.0,0,0.0,498,1.0,519,8,Trinity College Dublin,0.0,0,0
Arts,English Literature/Drama Studies,498,0.0,0,0.0,#476,0.0,530,8,Trinity College Dublin,1.0,0,0
Arts,English Literature/Modern Language,498,1.0,495,0.0,489,1.0,543,8,Trinity College Dublin,0.0,0,0
Arts,Film/Drama Studies,521,1.0,0,0.0,#521,1.0,557,8,Trinity College Dublin,1.0,0,0
Arts,Film/English Literature,521,1.0,0,0.0,521,1.0,541,8,Trinity College Dublin,0.0,0,0
Arts,Film/Music,521,1.0,0,0.0,521,1.0,555,8,Trinity College Dublin,1.0,0,0
Arts,Geography/History,529,0.0,0,0.0,529,0.0,555,8,Trinity College Dublin,0.0,0,0
Arts,Drama Studies/Modern Language,473,0.0,0,0.0,#473,0.0,551,8,Trinity College Dublin,1.0,0,0
Arts,Film/Modern Language,521,1.0,0,0.0,521,1.0,544,8,Trinity College Dublin,0.0,0,0
Arts,Film/History,529,0.0,0,0.0,529,0.0,625,8,Trinity College Dublin,0.0,0,0
Arts,Geography/Modern Language,352,0.0,0,0.0,352,0.0,440,8,Trinity College Dublin,0.0,0,0
Arts,Geography/Sociology,498,1.0,496,0.0,496,0.0,520,8,Trinity College Dublin,0.0,0,0
Arts,History/History of Art and Architecture,529,0.0,0,0.0,529,0.0,532,8,Trinity College Dublin,0.0,0,0
Arts,History/Modern Language,529,0.0,0,0.0,529,0.0,554,8,Trinity College Dublin,0.0,0,0
Arts,History/Philosophy,529,0.0,0,0.0,529,0.0,543,8,Trinity College Dublin,0.0,0,0
Arts,History/Sociology,529,0.0,0,0.0,529,0.0,534,8,Trinity College Dublin,0.0,0,0
Arts,History/Religion,529,0.0,0,0.0,529,0.0,534,8,Trinity College Dublin,0.0,0,0
Arts,History of Art and Architecture/Modern Language,334,0.0,0,0.0,334,0.0,454,8,Trinity College Dublin,0.0,0,0
Arts,History of Art and Architecture/Philosophy,499,0.0,0,0.0,485,0.0,555,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,0.0,0,0.0,337,0.0,473,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,0.0,0,0.0,335,0.0,543,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/History",529,0.0,0,0.0,529,0.0,555,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,0.0,0,0.0,335,0.0,451,8,Trinity College Dublin,0.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Music",0,0.0,0,0.0,0,0.0,0,8,Trinity College Dublin,1.0,0,0
Arts,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,0.0,0,0.0,342,0.0,0,8,Trinity College Dublin,0.0,0,0
Arts,Mathematics/Modern Language,566,1.0,0,0.0,566,1.0,625,8,Trinity College Dublin,0.0,0,0
Arts,Mathematics/Music,566,1.0,0,0.0,566,1.0,0,8,Trinity College Dublin,1.0,0,0
Arts,Mathematics/Philosophy,566,1.0,0,0.0,566,1.0,589,8,Trinity College Dublin,0.0,0,0
Arts,Music/Philosophy,499,0.0,0,0.0,499,0.0,0,8,Trinity College Dublin,1.0,0,0
Arts,Music/Drama Studies,473,0.0,0,0.0,#473,0.0,487,8,Trinity College Dublin,1.0,0,0
Arts,Music/Modern Language,388,0.0,0,0.0,388,0.0,455,8,Trinity College Dublin,1.0,0,0
Arts,Music/Religion,388,0.0,0,0.0,388,0.0,440,8,Trinity College Dublin,1.0,0,0
Arts,Philosophy/Modern Language,499,0.0,0,0.0,499,0.0,613,8,Trinity College Dublin,0.0,0,0
Arts,Philosophy/Sociology,499,0.0,0,0.0,499,0.0,531,8,Trinity College Dublin,0.0,0,0
Arts,Religion/Classical Civilisation,342,0.0,0,0.0,342,0.0,591,8,Trinity College Dublin,0.0,0,0
Arts,Religion/English Literature,498,1.0,0,0.0,498,1.0,565,8,Trinity College Dublin,0.0,0,0
Arts,Religion/History of Art and Architecture,342,0.0,0,0.0,342,0.0,452,8,Trinity College Dublin,0.0,0,0
Arts,Religion/Modern Language,0,0.0,0,0.0,0,0.0,0,8,Trinity College Dublin,0.0,0,0
Arts,French/Modern Language,403,0.0,0,0.0,403,0.0,478,8,Trinity College Dublin,0.0,0,0
Arts,German/Modern Language,389,0.0,0,0.0,389,0.0,465,8,Trinity College Dublin,0.0,0,0
Arts,Irish/Modern Language,368,0.0,0,0.0,368,0.0,473,8,Trinity College Dublin,0.0,0,0
Arts,Italian/Modern Language,381,0.0,0,0.0,381,0.0,466,8,Trinity College Dublin,0.0,0,0
Arts,Russian/Modern Language,332,0.0,0,0.0,332,0.0,494,8,Trinity College Dublin,0.0,0,0
Arts,Spanish/Modern Language,336,0.0,0,0.0,336,0.0,488,8,Trinity College Dublin,0.0,0,0
Arts,Sociology/Drama Studies,498,0.0,0,0.0,#498,0.0,543,8,Trinity College Dublin,1.0,0,0
Arts,Sociology/Modern Language,498,0.0,495,0.0,495,0.0,510,8,Trinity College Dublin,0.0,0,0
Health,Dental Nursing,436,0.0,419,0.0,367,0.0,455,7,Trinity College Dublin,0.0,0,0
Health,Dental Hygiene,543,0.0,#511,0.0,#498,0.0,532,7,Trinity College Dublin,1.0,0,0
Health,Dental Technology,531,0.0,#486,0.0,#359,0.0,456,7,Trinity College Dublin,1.0,0,0
Health,Children`s and General Nursing (Integrated),511,0.0,510,0.0,499,1.0,521,8,Trinity College Dublin,0.0,0,0
Health,Midwifery,478,0.0,477,1.0,473,1.0,508,8,Trinity College Dublin,0.0,0,0
Engineering and engineering trades,Electronic Engineering,232,0.0,0,0.0,230,0.0,326,6,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Computer Engineering,223,0.0,0,0.0,223,0.0,330,6,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,197,0.0,197,0.0,197,0.0,299,6,Technological University Dublin,0.0,avp,0
Personal services,Bar and Restaurant Management,223,0.0,0,0.0,223,0.0,356,6,Technological University Dublin,0.0,0,0
Personal services,Culinary Arts,153,0.0,0,0.0,153,0.0,244,6,Technological University Dublin,0.0,avp,0
Personal services,Culinary Arts (Professional Cookery Practice),236,0.0,0,0.0,236,0.0,383,6,Technological University Dublin,0.0,0,0
Personal services,Food Management and Entrepreneurship,223,0.0,0,0.0,223,0.0,456,6,Technological University Dublin,0.0,0,0
Manufacturing and processing,Food Science and Management,241,0.0,0,0.0,243,0.0,390,6,Technological University Dublin,0.0,0,0
Biological and related sciences,Applied Biology,205,0.0,196,0.0,196,0.0,359,6,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing,194,0.0,0,0.0,194,0.0,265,6,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing (Information Technology),245,0.0,0,0.0,245,0.0,357,6,Technological University Dublin,0.0,0,0
Health,Pharmacy Technician Studies,321,0.0,0,0.0,321,0.0,420,6,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing (Networking Technologies) Learn and Work,410,0.0,335,0.0,335,0.0,459,6,Technological University Dublin,1.0,avp,0
Business and administration,Business,226,0.0,0,0.0,228,0.0,403,6,Technological University Dublin,0.0,0,0
Business and administration,Business (Common entry),180,0.0,179,0.0,179,0.0,274,6,Technological University Dublin,0.0,avp,0
Business and administration,Business Management,300,0.0,0,0.0,300,0.0,451,6,Technological University Dublin,0.0,0,0
Business and administration,Business Studies,300,0.0,0,0.0,306,0.0,451,6,Technological University Dublin,0.0,0,0
Business and administration,Marketing,301,0.0,0,0.0,301,0.0,412,6,Technological University Dublin,0.0,0,0
Business and administration,Retail Management and Marketing,290,0.0,0,0.0,290,0.0,377,6,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Automation Engineering,260,0.0,0,0.0,261,0.0,368,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Biomedical Design,232,0.0,232,0.0,232,0.0,351,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Building Engineering,260,0.0,0,0.0,260,0.0,359,7,Technological University Dublin,0.0,0,0
Architecture and construction,Civil Engineering,262,0.0,0,0.0,262,0.0,361,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electrical and Control Engineering,243,0.0,0,0.0,243,0.0,339,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electrical Services Engineering,244,0.0,0,0.0,244,0.0,307,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electronic Engineering,224,0.0,224,0.0,224,0.0,361,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Engineering (Common Entry with Award options),225,0.0,0,0.0,225,0.0,360,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering (General Entry),370,0.0,0,0.0,370,0.0,487,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering Reliability Management,244,0.0,0,0.0,244,0.0,305,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechatronic Engineering,223,0.0,0,0.0,223,0.0,372,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Sustainable Energy and Environmental Engineering,180,0.0,180,0.0,180,0.0,332,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Computer Engineering,221,0.0,0,0.0,221,0.0,322,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electronics and Communications Engineering,264,0.0,0,0.0,264,0.0,392,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering Software,181,0.0,181,0.0,181,0.0,391,7,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Networking Technology,241,0.0,0,0.0,241,0.0,386,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,300,0.0,0,0.0,300,0.0,367,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Mechanical Engineering,198,0.0,198,0.0,198,0.0,338,7,Technological University Dublin,0.0,avp,0
Manufacturing and processing,"Design,Technology and Innovation",228,0.0,0,0.0,228,0.0,363,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Automotive Management and Technology,232,0.0,0,0.0,232,0.0,338,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Aviation Technology,350,0.0,0,0.0,352,0.0,434,7,Technological University Dublin,0.0,0,0
Manufacturing and processing,Process Instrumentation and Automation Learn and Work,292,0.0,292,0.0,401,0.0,499,7,Technological University Dublin,1.0,avp,v
Business and administration,"Auctioneering, Valuation and Estate Agency",290,0.0,0,0.0,290,0.0,372,7,Technological University Dublin,0.0,0,0
Manufacturing and processing,Timber Product Technology,253,0.0,198,0.0,198,0.0,372,7,Technological University Dublin,0.0,avp,0
Personal services,Sports Management and Coaching,270,0.0,0,0.0,270,0.0,347,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Sports Science and Health,410,0.0,391,0.0,391,0.0,455,7,Technological University Dublin,0.0,0,0
Personal services,Baking and Pastry Arts Management,234,0.0,0,0.0,238,0.0,412,7,Technological University Dublin,0.0,0,0
Personal services,Culinary Arts,155,0.0,155,0.0,155,0.0,319,7,Technological University Dublin,0.0,avp,0
Personal services,Hospitality Management,245,0.0,0,0.0,245,0.0,357,7,Technological University Dublin,0.0,0,0
Personal services,International Hospitality and Tourism Management,170,0.0,170,0.0,170,0.0,313,7,Technological University Dublin,0.0,avp,0
Personal services,Tourism Management,242,0.0,0,0.0,242,0.0,369,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Biosciences,407,0.0,0,0.0,407,0.0,509,7,Technological University Dublin,0.0,0,0
Biological and related sciences,DNA and Forensic Analysis,390,0.0,0,0.0,390,0.0,465,7,Technological University Dublin,0.0,0,0
Physical sciences,Industrial and Environmental Physics,270,0.0,0,0.0,270,0.0,487,7,Technological University Dublin,0.0,0,0
Physical sciences,Science (General Entry),361,0.0,0,0.0,361,0.0,498,7,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing,200,0.0,195,0.0,195,0.0,357,7,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Information Technology),225,0.0,0,0.0,225,0.0,352,7,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,220,0.0,0,0.0,220,0.0,337,7,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Information Technology Management,211,0.0,0,0.0,211,0.0,330,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Bioanalysis,204,0.0,204,0.0,204,0.0,327,7,Technological University Dublin,0.0,avp,0
Health,Ophthalmic Dispensing,302,0.0,0,0.0,319,0.0,434,7,Technological University Dublin,0.0,0,0
Physical sciences,Medicinal Chemistry and Pharmaceutical Sciences,364,0.0,0,0.0,364,0.0,510,7,Technological University Dublin,0.0,0,0
Biological and related sciences,Pharmaceutical Science,382,0.0,349,0.0,349,0.0,429,7,Technological University Dublin,0.0,0,0
Business and administration,Business,224,0.0,0,0.0,224,0.0,392,7,Technological University Dublin,0.0,0,0
Business and administration,Business (Common Entry with Award options),AQA,0.0,227,0.0,AQA,0.0,317,7,Technological University Dublin,0.0,avp,0
Business and administration,Management,195,0.0,209,0.0,195,0.0,327,7,Technological University Dublin,0.0,avp,0
Business and administration,Accounting and Finance,260,0.0,0,0.0,260,0.0,465,7,Technological University Dublin,0.0,0,0
Business and administration,Accounting and Finance,182,0.0,175,0.0,175,0.0,337,7,Technological University Dublin,0.0,avp,0
Business and administration,Business and Information Technology,244,0.0,0,0.0,244,0.0,352,7,Technological University Dublin,0.0,0,0
Business and administration,International Business,224,0.0,0,0.0,226,0.0,423,7,Technological University Dublin,0.0,0,0
Business and administration,International Business,180,0.0,180,0.0,180,0.0,368,7,Technological University Dublin,0.0,avp,0
Business and administration,Advertising and Marketing Communications,179,0.0,179,0.0,179,0.0,366,7,Technological University Dublin,0.0,avp,0
Business and administration,Digital Marketing,220,0.0,0,0.0,220,0.0,326,7,Technological University Dublin,0.0,0,0
Business and administration,Digital Marketing,179,0.0,179,0.0,179,0.0,287,7,Technological University Dublin,0.0,avp,0
Business and administration,Marketing,189,0.0,189,0.0,189,0.0,360,7,Technological University Dublin,0.0,avp,0
Welfare,Applied Social Studies in Social Care,320,0.0,0,0.0,320,0.0,378,7,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Community and Youth Development,101,0.0,250,0.0,101,0.0,288,7,Technological University Dublin,0.0,avp,0
Welfare,Early Childhood Care and Education,220,0.0,0,0.0,220,0.0,386,7,Technological University Dublin,0.0,0,0
Welfare,Early Childhood Care and Education,390,0.0,250,0.0,230,0.0,376,7,Technological University Dublin,0.0,0,0
Arts,Visual Merchandising and Display,481,0.0,0,0.0,481,0.0,763,7,Technological University Dublin,1.0,0,0
Arts,Creative Digital Media,225,0.0,0,0.0,225,0.0,383,7,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Biomedical Design,235,0.0,0,0.0,235,0.0,381,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Electrical Services and Energy Management,317,0.0,300,0.0,300,0.0,352,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Electronic Engineering,243,0.0,243,0.0,243,0.0,337,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Engineering (Common Entry with Award options),271,0.0,0,0.0,271,0.0,338,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering (General Entry),402,0.0,0,0.0,402,0.0,466,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Sustainable Energy Engineering,262,0.0,0,0.0,262,0.0,318,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Computer Engineering in Mobile Systems,276,0.0,0,0.0,276,0.0,305,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Engineering Software,260,0.0,260,0.0,260,0.0,339,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Mechanical Engineering,235,0.0,0,0.0,235,0.0,347,8,Technological University Dublin,0.0,avp,0
Engineering and engineering trades,Mechatronic Engineering,270,0.0,0,0.0,271,0.0,312,8,Technological University Dublin,0.0,0,0
Arts,Product Design,411,0.0,0,0.0,411,0.0,444,8,Technological University Dublin,0.0,0,0
Manufacturing and processing,"Design,Technology and Innovation",270,0.0,0,0.0,270,0.0,350,8,Technological University Dublin,0.0,0,0
Engineering and engineering trades,Automation Engineering,218,0.0,218,0.0,218,0.0,339,8,Technological University Dublin,0.0,avp,0
Transport services,Transport Operations and Technology,285,0.0,251,0.0,251,0.0,372,8,Technological University Dublin,0.0,avp,0
Architecture and construction,Architectural Technology,410,0.0,0,0.0,410,0.0,444,8,Technological University Dublin,0.0,0,0
Architecture and construction,Architecture (Suitability Test and Interview),622,0.0,0,0.0,622,0.0,658,8,Technological University Dublin,1.0,0,0
Architecture and construction,Construction Management,367,0.0,0,0.0,367,0.0,404,8,Technological University Dublin,0.0,0,0
Architecture and construction,Geographic Science,288,0.0,0,0.0,288,0.0,357,8,Technological University Dublin,0.0,0,0
Architecture and construction,Planning and Environmental Management,313,0.0,0,0.0,313,0.0,349,8,Technological University Dublin,0.0,0,0
Architecture and construction,Property Economics (Valuation Surveying),401,0.0,0,0.0,401,0.0,433,8,Technological University Dublin,0.0,0,0
Architecture and construction,Quantity Surveying and Construction Economics,385,0.0,0,0.0,385,0.0,418,8,Technological University Dublin,0.0,0,0
Environment,Analytical Chemistry (Environmental Forensic and Pharmaceutical),349,0.0,0,0.0,349,0.0,419,8,Technological University Dublin,0.0,0,0
Physical sciences,Chemical Sciences with Medicinal Chemistry,476,0.0,0,0.0,476,0.0,498,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Science (General Entry),476,0.0,0,0.0,476,0.0,495,8,Technological University Dublin,0.0,0,0
Physical sciences,Science with Nanotechnology,331,0.0,319,0.0,319,0.0,368,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science,476,0.0,0,0.0,476,0.0,487,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science (Infrastructure),391,0.0,0,0.0,391,0.0,419,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science (International),377,0.0,0,0.0,377,0.0,424,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing,217,0.0,234,0.0,217,0.0,308,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Information Technology),260,0.0,0,0.0,260,0.0,329,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing with Language (French/German/Spanish),308,0.0,308,0.0,308,0.0,348,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Computing with Data Analytics,226,0.0,226,0.0,226,0.0,288,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,280,0.0,0,0.0,280,0.0,338,8,Technological University Dublin,0.0,0,0
Biological and related sciences,DNA and Forensic Analysis,400,0.0,390,0.0,390,0.0,429,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computing with IT Management,226,0.0,0,0.0,226,0.0,331,8,Technological University Dublin,0.0,0,0
Health,Biomedical and Molecular Diagnostics,487,0.0,0,0.0,487,0.0,498,8,Technological University Dublin,0.0,0,0
Health,Biomedical Science,524,0.0,0,0.0,524,0.0,542,8,Technological University Dublin,0.0,0,0
Health,Clinical Measurement Science,510,0.0,0,0.0,510,0.0,520,8,Technological University Dublin,0.0,0,0
Hygiene and occupational health services,Environmental Health,336,0.0,0,0.0,336,0.0,375,8,Technological University Dublin,0.0,0,0
Health,Human Nutrition and Dietetics,578,0.0,0,0.0,578,0.0,589,8,Technological University Dublin,0.0,0,0
Health,Optometry,509,0.0,0,0.0,509,0.0,530,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Public Health Nutrition,491,0.0,0,0.0,491,0.0,512,8,Technological University Dublin,0.0,0,0
Mathematics and statistics,Industrial Mathematics,250,0.0,250,0.0,250,0.0,392,8,Technological University Dublin,0.0,avp,0
Mathematics and statistics,Mathematical Sciences,341,0.0,0,0.0,343,0.0,407,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Pharmaceutical Healthcare,400,0.0,0,0.0,400,0.0,440,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Pharmaceutical Science,377,0.0,349,0.0,349,0.0,391,8,Technological University Dublin,0.0,0,0
Physical sciences,Physics Technology,308,0.0,0,0.0,308,0.0,373,8,Technological University Dublin,0.0,0,0
Physical sciences,Physics with Energy and Environment,337,0.0,337,0.0,331,0.0,444,8,Technological University Dublin,0.0,avp,0
Health,Physics with Medical Physics and Bioengineering,351,0.0,0,0.0,351,0.0,403,8,Technological University Dublin,0.0,0,0
Physical sciences,Physics with Data Science,578,0.0,0,0.0,0,0.0,0,8,Technological University Dublin,0.0,0,0
Manufacturing and processing,Food Innovation,318,0.0,0,0.0,318,0.0,389,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Nutraceuticals in Health and Nutrition,397,0.0,0,0.0,397,0.0,442,8,Technological University Dublin,0.0,0,0
Business and administration,Business,270,0.0,0,0.0,270,0.0,307,8,Technological University Dublin,0.0,0,0
Business and administration,Business (Common Entry with Award options),271,0.0,0,0.0,271,0.0,359,8,Technological University Dublin,0.0,0,0
Business and administration,Business and Management,463,0.0,0,0.0,463,0.0,485,8,Technological University Dublin,0.0,0,0
Business and administration,Business and Law,462,0.0,0,0.0,462,0.0,487,8,Technological University Dublin,0.0,0,0
Social and behavioural sciences,Economics and Finance,465,0.0,0,0.0,465,0.0,488,8,Technological University Dublin,0.0,0,0
Business and administration,Human Resource Management,395,0.0,0,0.0,395,0.0,414,8,Technological University Dublin,0.0,0,0
Business and administration,Logistics and Supply Chain Management,300,0.0,0,0.0,300,0.0,387,8,Technological University Dublin,0.0,0,0
Business and administration,Management,262,0.0,253,0.0,253,0.0,337,8,Technological University Dublin,0.0,avp,0
Business and administration,Accounting and Finance,285,0.0,0,0.0,285,0.0,326,8,Technological University Dublin,0.0,0,0
Business and administration,Accounting and Finance,444,0.0,0,0.0,444,0.0,466,8,Technological University Dublin,0.0,0,0
Business and administration,Accounting and Finance,209,0.0,192,0.0,192,0.0,319,8,Technological University Dublin,0.0,avp,0
Information and Communication Technologies (ICTs),Business Analytics,330,0.0,0,0.0,330,0.0,366,8,Technological University Dublin,0.0,0,0
Business and administration,Business and Information Technology,252,0.0,0,0.0,252,0.0,299,8,Technological University Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Business Computing,324,0.0,0,0.0,324,0.0,366,8,Technological University Dublin,0.0,0,0
Business and administration,International Business,252,0.0,0,0.0,252,0.0,302,8,Technological University Dublin,0.0,0,0
Business and administration,International Business,235,0.0,235,0.0,235,0.0,337,8,Technological University Dublin,0.0,avp,0
Law,Law (LLB ) with a Language,342,0.0,0,0.0,342,0.0,433,8,Technological University Dublin,0.0,0,0
Law,Law (LLB),451,0.0,0,0.0,451,0.0,478,8,Technological University Dublin,0.0,0,0
Business and administration,Advertising and Marketing Communications,228,0.0,226,0.0,226,0.0,311,8,Technological University Dublin,0.0,avp,0
Business and administration,Digital Marketing,270,0.0,0,0.0,270,0.0,318,8,Technological University Dublin,0.0,0,0
Business and administration,Digital Marketing Technologies,212,0.0,212,0.0,234,0.0,300,8,Technological University Dublin,0.0,avp,v
Business and administration,Marketing,418,0.0,0,0.0,418,0.0,443,8,Technological University Dublin,0.0,0,0
Business and administration,Marketing Management,228,0.0,276,0.0,228,0.0,318,8,Technological University Dublin,0.0,avp,0
Business and administration,E-Commerce in Retailing,307,0.0,0,0.0,307,0.0,380,8,Technological University Dublin,0.0,0,0
Business and administration,Retail and Services Management,301,0.0,0,0.0,301,0.0,362,8,Technological University Dublin,0.0,0,0
Personal services,Sports Management and Coaching,300,0.0,0,0.0,300,0.0,347,8,Technological University Dublin,0.0,0,0
Biological and related sciences,Sports Science and Health,410,0.0,391,0.0,391,0.0,419,8,Technological University Dublin,0.0,0,0
Personal services,Botanical Cuisine,249,0.0,0,0.0,249,0.0,257,8,Technological University Dublin,0.0,avp,0
Personal services,Culinary Arts,212,0.0,212,0.0,212,0.0,340,8,Technological University Dublin,0.0,avp,0
Personal services,Culinary Entrepreneurship,278,0.0,0,0.0,279,0.0,357,8,Technological University Dublin,0.0,0,0
Personal services,Culinary Science,316,0.0,0,0.0,316,0.0,379,8,Technological University Dublin,0.0,0,0
Personal services,International Hospitality and Tourism Management,184,0.0,184,0.0,200,0.0,298,8,Technological University Dublin,0.0,avp,v
Personal services,International Hospitality Management,300,0.0,0,0.0,306,0.0,368,8,Technological University Dublin,0.0,0,0
Personal services,Tourism and Digital Marketing,290,0.0,0,0.0,290,0.0,359,8,Technological University Dublin,0.0,0,0
