CATEGORY,COURSE TITLE,COURSE CODE,R1 2020,2020 R1 Random,R2 2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,Course Level,HEI,2020 Interview,avp,v
Engineering and engineering trades,Electrical Engineering,318.0,0.0,,0.0,318,,377,8,Cork Institute of Technology,0.0,,,CR
Engineering and engineering trades,Electronic Engineering,303.0,0.0,,0.0,303,,379,8,Cork Institute of Technology,0.0,,,CR
Arts,Visual Communications,,0.0,,0.0,#+matric,,#+matric,8,Cork Institute of Technology,1.0,,,CR
Welfare,Early Childhood Education and Care,365.0,0.0,357.0,0.0,357,,454,7,Cork Institute of Technology,0.0,,,CR
Personal services,Culinary Arts,244.0,0.0,,0.0,244,,392,7,Cork Institute of Technology,0.0,,,CR
Personal services,Beverage Industry Management,209.0,0.0,,0.0,209,,316,7,Cork Institute of Technology,0.0,,,CR
Personal services,Culinary Studies,189.0,0.0,,0.0,189,,290,6,Cork Institute of Technology,0.0,,,CR
Personal services,Hospitality Studies,180.0,0.0,163.0,0.0,163,,198,6,Cork Institute of Technology,0.0,,,CR
Personal services,Tourism Management,252.0,0.0,,0.0,252,,325,8,Cork Institute of Technology,0.0,,,CR
Arts,Theatre and Drama Studies at CIT Cork School of Music,740.0,0.0,645.0,0.0,645,,982,8,Cork Institute of Technology,1.0,,,CR
Engineering and engineering trades,Marine Electrotechnology at National Maritime College of Ireland,235.0,0.0,,0.0,235,,326,7,Cork Institute of Technology,0.0,,,CR
Information and Communication Technologies (ICTs),Information Technology,290.0,0.0,,0.0,290,,372,7,Cork Institute of Technology,0.0,,,CR
Information and Communication Technologies (ICTs),Computing in Information Technology,210.0,0.0,,0.0,210,,400,6,CCT College Dublin,0.0,,,CT
Information and Communication Technologies (ICTs),Information Technology,219.0,0.0,,0.0,219,,263,7,CCT College Dublin,0.0,,,CT
Information and Communication Technologies (ICTs),Information Technology,220.0,0.0,,0.0,220,,299,8,CCT College Dublin,0.0,avp,,CT
Business and administration,Business,338.0,0.0,,0.0,281,,338,8,CCT College Dublin,0.0,avp,,CT
Business and administration,Business,,0.0,,0.0,AQA,,254,6,"Institute of Technology, Carlow",0.0,avp,,CW
Business and administration,Business (options),298.0,0.0,248.0,0.0,248,,312,8,"Institute of Technology, Carlow",0.0,,,CW
Agriculture,Sustainable Farm Management and Agribusiness,266.0,0.0,,0.0,268,,360,7,"Institute of Technology, Carlow",0.0,,,CW
Welfare,Early Childhood Education and Care,252.0,0.0,,0.0,252,,301,8,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Business (options),195.0,0.0,,0.0,195,,400,7,"Institute of Technology, Carlow",1.0,,,CW
Arts,Art (portfolio),700.0,0.0,,0.0,700,,700,8,"Institute of Technology, Carlow",1.0,,,CW
Arts,Visual Communications and Design,214.0,0.0,181.0,0.0,181,,336,7,"Institute of Technology, Carlow",0.0,,,CW
Arts,Art (portfolio),700.0,0.0,,0.0,700,,700,7,"Institute of Technology, Carlow",1.0,,,CW
Personal services,Tourism and Event Management,298.0,0.0,,0.0,298,,348,8,"Institute of Technology, Carlow",0.0,,,CW
Welfare,Applied Social Studies in Professional Social Care,245.0,0.0,,0.0,245,,292,8,"Institute of Technology, Carlow",0.0,,,CW
Personal services,Tourism and Event Management,217.0,0.0,,0.0,217,,311,7,"Institute of Technology, Carlow",0.0,,,CW
Agriculture,Sustainable Farm Management and Agribusiness,269.0,0.0,,0.0,269,,327,8,"Institute of Technology, Carlow",0.0,,,CW
Arts,Visual Communications and Design,274.0,0.0,,0.0,274,,340,8,"Institute of Technology, Carlow",0.0,,,CW
Health,Physiology and Health Science,451.0,0.0,,0.0,451,,509,6,"Institute of Technology, Carlow",0.0,,,CW
Environment,Analytical Science,277.0,0.0,,0.0,277,,445,7,"Institute of Technology, Carlow",0.0,,,CW
Biological and related sciences,Science (options),261.0,0.0,,0.0,261,,346,8,"Institute of Technology, Carlow",0.0,,,CW
Health,Pharmacy Technician Studies,250.0,0.0,,0.0,250,,388,6,"Institute of Technology, Carlow",0.0,,,CW
Environment,Biosciences,205.0,0.0,,0.0,205,,380,7,"Institute of Technology, Carlow",0.0,,,CW
Biological and related sciences,Science - Applied Biology or Applied Chemistry,191.0,0.0,,0.0,191,,424,6,"Institute of Technology, Carlow",0.0,,,CW
Biological and related sciences,Brewing and Distilling,263.0,0.0,,0.0,263,,318,8,"Institute of Technology, Carlow",0.0,,,CW
Personal services,Sport and Exercise Science,423.0,0.0,,0.0,423,,444,8,"Institute of Technology, Carlow",0.0,,,CW
Personal services,Strength and Conditioning,379.0,0.0,,0.0,379,,400,8,"Institute of Technology, Carlow",0.0,,,CW
Health,Sport Rehabilitation and Athletic Therapy,451.0,0.0,448.0,0.0,448,,466,8,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Computing - Applications or Programming,235.0,0.0,,0.0,235,,369,6,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Software Development,244.0,0.0,,0.0,244,,329,7,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Computer Games Development,279.0,0.0,,0.0,279,,327,8,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Information Technology Management,234.0,0.0,,0.0,234,,377,7,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Cybercrime and IT Security,233.0,0.0,,0.0,242,,357,7,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,212.0,0.0,,0.0,212,,337,7,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Software Development,297.0,0.0,,0.0,297,,341,8,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Information Technology Management,285.0,0.0,,0.0,285,,385,8,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Cybercrime and IT Security,293.0,0.0,,0.0,293,,358,8,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,287.0,0.0,,0.0,287,,369,8,"Institute of Technology, Carlow",0.0,,,CW
Architecture and construction,Architectural Technology,188.0,0.0,,0.0,188,,358,7,"Institute of Technology, Carlow",0.0,,,CW
Architecture and construction,Construction Management with Building Services,220.0,0.0,,0.0,220,,322,7,"Institute of Technology, Carlow",0.0,,,CW
Architecture and construction,Civil Engineering,199.0,0.0,,0.0,199,,347,7,"Institute of Technology, Carlow",0.0,,,CW
Architecture and construction,Construction (options),272.0,0.0,,0.0,272,,336,8,"Institute of Technology, Carlow",0.0,,,CW
Architecture and construction,Architectural Technology,262.0,0.0,,0.0,262,,358,8,"Institute of Technology, Carlow",0.0,,,CW
Architecture and construction,Civil Engineering,433.0,0.0,,0.0,433,,492,8,"Institute of Technology, Carlow",0.0,,,CW
Engineering and engineering trades,Aircraft Systems,293.0,0.0,,0.0,294,,399,7,"Institute of Technology, Carlow",0.0,,,CW
Engineering and engineering trades,Mechanical Engineering,276.0,0.0,,0.0,276,,371,7,"Institute of Technology, Carlow",0.0,,,CW
Engineering and engineering trades,Electronic Engineering,227.0,0.0,,0.0,227,,357,7,"Institute of Technology, Carlow",0.0,,,CW
Arts,TV and Media Production,301.0,0.0,,0.0,301,,413,7,"Institute of Technology, Carlow",0.0,,,CW
Engineering and engineering trades,Mechanical Engineering,321.0,0.0,,0.0,321,,371,8,"Institute of Technology, Carlow",0.0,,,CW
Engineering and engineering trades,Electronic Systems,280.0,0.0,,0.0,280,,361,8,"Institute of Technology, Carlow",0.0,,,CW
Engineering and engineering trades,Aerospace Engineering,380.0,0.0,,0.0,380,,442,8,"Institute of Technology, Carlow",0.0,,,CW
Arts,TV and Media Production,325.0,0.0,,0.0,325,,420,8,"Institute of Technology, Carlow",0.0,,,CW
Law,Legal Studies,163.0,0.0,,0.0,163,,377,6,"Institute of Technology, Carlow",0.0,,,CW
Arts,Industrial Design,207.0,0.0,,0.0,207,,380,7,"Institute of Technology, Carlow",1.0,,,CW
Law,Law - LLB,302.0,0.0,,0.0,302,,349,8,"Institute of Technology, Carlow",0.0,,,CW
Welfare,Professional Social Care Practice,288.0,0.0,,0.0,288,,347,7,"Institute of Technology, Carlow",1.0,,,CW
Arts,Product Design Innovation,252.0,0.0,,0.0,252,,359,8,"Institute of Technology, Carlow",0.0,,,CW
Welfare,Early Childhood Education and Care,270.0,0.0,,0.0,270,,327,8,"Institute of Technology, Carlow",0.0,,,CW
Welfare,Professional Social Care Practice,336.0,0.0,,0.0,336,,358,8,"Institute of Technology, Carlow",0.0,,,CW
Personal services,Sport Coaching and Business Management - GAA (portfolio),700.0,0.0,,0.0,700,,700,7,"Institute of Technology, Carlow",1.0,,,CW
Business and administration,Media and Public Relations,251.0,0.0,,0.0,251,,298,8,"Institute of Technology, Carlow",0.0,,,CW
Personal services,Sport Coaching and Business Management - Rugby (portfolio),700.0,0.0,,0.0,700,,700,7,"Institute of Technology, Carlow",1.0,,,CW
Personal services,Sport Coaching and Business Management - Soccer (portfolio),700.0,0.0,,0.0,700,,700,7,"Institute of Technology, Carlow",1.0,,,CW
Information and Communication Technologies (ICTs),Digital Marketing with Analytics,200.0,0.0,,0.0,200,,356,7,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Digital Marketing with Analytics,254.0,0.0,,0.0,269,,326,8,"Institute of Technology, Carlow",0.0,,,CW
Personal services,"Sports Management and Coaching (options, portfolio)",700.0,0.0,,0.0,700,,700,8,"Institute of Technology, Carlow",1.0,,,CW
Business and administration,Business,177.0,0.0,,0.0,177,,297,6,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Business (options),280.0,0.0,,0.0,280,,357,8,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Business (options),224.0,0.0,,0.0,224,,378,7,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Business with Law,210.0,0.0,,0.0,210,,409,6,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Accounting,231.0,0.0,,0.0,231,,403,6,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Business with Law,283.0,0.0,,0.0,283,,301,8,"Institute of Technology, Carlow",0.0,,,CW
Business and administration,Accounting,300.0,0.0,,0.0,300,,364,8,"Institute of Technology, Carlow",0.0,,,CW
Information and Communication Technologies (ICTs),Computing,218.0,0.0,218.0,0.0,218,,301,8,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Computing (Cloud Computing),227.0,0.0,227.0,0.0,227,,280,8,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),341.0,0.0,341.0,0.0,334,,377,8,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Computing (Software Development),225.0,0.0,225.0,0.0,225,,281,8,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),,0.0,281.0,0.0,281,,281,8,Dublin Business School,0.0,avp,,DB
Arts,Audio Production and Music Project Management,234.0,0.0,223.0,0.0,223,,290,8,Dublin Business School,0.0,avp,,DB
Business and administration,Business Studies,218.0,0.0,203.0,0.0,203,,308,8,Dublin Business School,0.0,avp,,DB
Business and administration,Business Studies (Law),252.0,0.0,,0.0,251,,270,8,Dublin Business School,0.0,avp,,DB
Business and administration,Business Studies (Human Resource Management),244.0,0.0,244.0,0.0,244,,326,8,Dublin Business School,0.0,avp,,DB
Business and administration,Financial Services,,0.0,,0.0,,,,8,Dublin Business School,0.0,,,DB
Business and administration,Marketing (Event Management),238.0,0.0,,0.0,238,,309,8,Dublin Business School,0.0,avp,,DB
Business and administration,Accounting and Finance,225.0,0.0,195.0,0.0,195,,318,8,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Business (Information Systems),342.0,0.0,309.0,0.0,309,,409,8,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Business (Cloud Computing),347.0,0.0,,0.0,347,,423,8,Dublin Business School,0.0,avp,,DB
Social and behavioural sciences,Applied Social Care,234.0,0.0,260.0,0.0,234,,306,8,Dublin Business School,0.0,avp,,DB
Social and behavioural sciences,Applied Social Care,,0.0,,0.0,AQA,,337,7,Dublin Business School,0.0,avp,,DB
Business and administration,Marketing,293.0,0.0,,0.0,293,,336,8,Dublin Business School,0.0,avp,,DB
Arts,Sound Engineering and Music Production,,0.0,,0.0,AQA,,338,6,Dublin Business School,0.0,avp,,DB
Social and behavioural sciences,Psychology,243.0,0.0,229.0,0.0,229,,322,8,Dublin Business School,0.0,avp,,DB
Arts,Arts,161.0,0.0,189.0,0.0,161,,357,6,Dublin Business School,0.0,avp,,DB
Social and behavioural sciences,Social Science,220.0,0.0,227.0,0.0,220,,290,8,Dublin Business School,0.0,avp,,DB
Arts,Film and Creative Media,218.0,0.0,202.0,0.0,202,,290,8,Dublin Business School,0.0,avp,,DB
Law,Law,219.0,0.0,252.0,0.0,217,,309,8,Dublin Business School,0.0,avp,,DB
Business and administration,Business (Psychology),252.0,0.0,,0.0,252,,284,8,Dublin Business School,0.0,avp,,DB
Business and administration,Business Studies,173.0,0.0,211.0,0.0,122,,398,7,Dublin Business School,0.0,avp,,DB
Business and administration,Business in Accounting,119.0,0.0,117.0,0.0,117,,368,7,Dublin Business School,0.0,avp,,DB
Business and administration,Business in Marketing,117.0,0.0,146.0,0.0,117,,388,7,Dublin Business School,0.0,avp,,DB
Information and Communication Technologies (ICTs),Business in Information Technology,136.0,0.0,388.0,0.0,136,,388,7,Dublin Business School,0.0,avp,,DB
Arts,Film and Creative Media,,0.0,,0.0,AQA,,338,7,Dublin Business School,0.0,avp,,DB
Education,Education - Early Childhood Education,440.0,0.0,,0.0,440,,462,8,Dublin City University,0.0,,,DC
Education,Education - Primary Teaching,488.0,0.0,,0.0,488,,520,8,Dublin City University,0.0,,,DC
Education,Education - Primary Teaching - Gaeltacht Applicants,445.0,0.0,,0.0,445,,462,8,Dublin City University,1.0,,,DC
Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),411.0,0.0,409.0,0.0,409,,463,8,Dublin City University,1.0,,,DC
Arts,Arts (Joint Honours) - Humanities,376.0,0.0,,0.0,376,,423,8,Dublin City University,0.0,,,DC
Education,Post Primary Teacher Education - Religious Education and English,441.0,0.0,429.0,0.0,429,,465,8,Dublin City University,0.0,,,DC
Education,Post Primary Teacher Education - Religious Education and History,412.0,0.0,391.0,0.0,391,,429,8,Dublin City University,0.0,,,DC
Education,Post Primary Teacher Education - Religious Education and Music,378.0,0.0,,0.0,378,,420,8,Dublin City University,1.0,,,DC
Education,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,419.0,0.0,,0.0,419,,487,8,Dublin City University,0.0,,,DC
Arts,BA in Jazz and Contemporary Music Performance (audition),419.0,0.0,,0.0,419,,605,8,Dublin City University,1.0,,,DC
Languages,Business Studies International,465.0,0.0,,0.0,465,,488,8,Dublin City University,0.0,,,DC
Business and administration,Business Studies,488.0,0.0,,0.0,488,,507,8,Dublin City University,0.0,,,DC
Business and administration,Global Business (France),517.0,0.0,510.0,0.0,510,,532,8,Dublin City University,0.0,,,DC
Business and administration,Global Business (Germany),462.0,0.0,,0.0,462,,496,8,Dublin City University,0.0,,,DC
Business and administration,Global Business (Spain),522.0,0.0,,0.0,522,,545,8,Dublin City University,0.0,,,DC
Business and administration,Accounting and Finance,510.0,0.0,,0.0,510,,544,8,Dublin City University,0.0,,,DC
Business and administration,Global Business (USA),579.0,0.0,,0.0,579,,601,8,Dublin City University,0.0,,,DC
Engineering and engineering trades,Aviation Management / Aviation Management with Pilot Studies,476.0,0.0,475.0,0.0,475,,500,8,Dublin City University,0.0,,,DC
Business and administration,Gnó agus Gaeilge / Business and Irish,359.0,0.0,,0.0,359,,429,8,Dublin City University,0.0,,,DC
Business and administration,Global Business (Canada),564.0,0.0,,0.0,564,,577,8,Dublin City University,0.0,,,DC
Information and Communication Technologies (ICTs),Enterprise Computing,357.0,0.0,,0.0,357,,392,8,Dublin City University,0.0,,,DC
Information and Communication Technologies (ICTs),Computer Applications,400.0,0.0,,0.0,400,,455,8,Dublin City University,0.0,,,DC
Information and Communication Technologies (ICTs),Data Science,465.0,0.0,,0.0,465,,531,8,Dublin City University,0.0,,,DC
Mathematics and statistics,Actuarial Mathematics,560.0,0.0,,0.0,560,,578,8,Dublin City University,0.0,,,DC
Mathematics and statistics,Common Entry into Actuarial and Financial Mathematics,532.0,0.0,520.0,0.0,520,,543,8,Dublin City University,0.0,,,DC
Humanities (except languages),Communication Studies,407.0,0.0,402.0,0.0,402,,451,8,Dublin City University,0.0,,,DC
Journalism and information,Journalism,429.0,0.0,422.0,0.0,422,,466,8,Dublin City University,0.0,,,DC
Arts,Multimedia,411.0,0.0,410.0,0.0,410,,451,8,Dublin City University,0.0,,,DC
Languages,Applied Language and Translation Studies,387.0,0.0,,0.0,387,,444,8,Dublin City University,0.0,,,DC
Physical sciences,Analytical Science,498.0,1.0,489.0,0.0,489,,510,8,Dublin City University,0.0,,,DC
Physical sciences,Chemical and Pharmaceutical Sciences,521.0,0.0,,0.0,521,,544,8,Dublin City University,0.0,,,DC
Environment,Environmental Science and Technology,433.0,0.0,399.0,0.0,399,,441,8,Dublin City University,0.0,,,DC
Biological and related sciences,Genetics and Cell Biology,512.0,1.0,510.0,0.0,510,,529,8,Dublin City University,0.0,,,DC
Physical sciences,Physics General Entry (options),419.0,0.0,402.0,0.0,402,,467,8,Dublin City University,0.0,,,DC
Biological and related sciences,Biotechnology,499.0,0.0,495.0,0.0,495,,511,8,Dublin City University,0.0,,,DC
Engineering and engineering trades,Electronic and Computer Engineering (with choice of four majors),413.0,0.0,,0.0,413,,465,8,Dublin City University,0.0,,,DC
Engineering and engineering trades,Mechatronic Engineering,411.0,0.0,,0.0,411,,487,8,Dublin City University,0.0,,,DC
Engineering and engineering trades,Mechanical and Manufacturing Engineering,425.0,0.0,,0.0,425,,487,8,Dublin City University,0.0,,,DC
Health,Biomedical Engineering,423.0,0.0,,0.0,423,,477,8,Dublin City University,0.0,,,DC
Engineering and engineering trades,Common Entry into Engineering (Undenominated Entry),422.0,0.0,,0.0,422,,487,8,Dublin City University,0.0,,,DC
Biological and related sciences,Common Entry into Science (Undenominated Entry),498.0,1.0,488.0,0.0,488,,499,8,Dublin City University,0.0,,,DC
Health,Sport Science and Health,500.0,0.0,498.0,1.0,498,1.0,521,8,Dublin City University,0.0,,,DC
Education,Science Education,435.0,0.0,,0.0,435,,487,8,Dublin City University,0.0,,,DC
Health,Athletic Therapy and Training,522.0,0.0,519.0,0.0,519,,533,8,Dublin City University,0.0,,,DC
Education,Physical Education with Biology,531.0,0.0,,0.0,531,,553,8,Dublin City University,0.0,,,DC
Education,Physical Education with Mathematics,499.0,0.0,,0.0,499,,520,8,Dublin City University,0.0,,,DC
Social and behavioural sciences,Psychology,532.0,0.0,521.0,0.0,521,,533,8,Dublin City University,0.0,,,DC
Health,Health and Society,465.0,0.0,440.0,0.0,440,,466,8,Dublin City University,0.0,,,DC
Health,General Nursing,454.0,0.0,433.0,0.0,433,,462,8,Dublin City University,0.0,,,DC
Health,Mental Health Nursing,418.0,0.0,403.0,0.0,403,,424,8,Dublin City University,0.0,,,DC
Health,Intellectual Disability Nursing,370.0,0.0,,0.0,370,,390,8,Dublin City University,0.0,,,DC
Health,Children`s and General Nursing (Integrated),500.0,0.0,498.0,0.0,498,,522,8,Dublin City University,0.0,,,DC
Social and behavioural sciences,"Economics, Politics and Law",435.0,0.0,,0.0,435,,462,8,Dublin City University,0.0,,,DC
Social and behavioural sciences,International Relations,397.0,0.0,,0.0,397,,433,8,Dublin City University,0.0,,,DC
Law,Law and Society (BCL),466.0,0.0,,0.0,466,,496,8,Dublin City University,0.0,,,DC
Education,Education and Training - Daytime and Flexible Delivery Mode (full-time),309.0,0.0,,0.0,309,,357,8,Dublin City University,0.0,,,DC
Humanities (except languages),Social Sciences and Cultural Innovation,377.0,0.0,,0.0,377,,411,8,Dublin City University,0.0,,,DC
Journalism and information,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",430.0,0.0,,0.0,430,,473,8,Dublin City University,0.0,,,DC
Business and administration,"Marketing, Innovation and Technology",476.0,0.0,474.0,0.0,474,,498,8,Dublin City University,0.0,,,DC
Arts,Arts (Joint Honours) - Media Studies,376.0,0.0,,0.0,376,,409,8,Dublin City University,0.0,,,DC
Arts,Arts (Joint Honours) - Law,403.0,0.0,,0.0,403,,430,8,Dublin City University,0.0,,,DC
Arts,Arts (Joint Honours) - International Languages,377.0,0.0,,0.0,377,,466,8,Dublin City University,0.0,,,DC
Arts,Arts (Joint Honours) - Politics,376.0,0.0,,0.0,376,,409,8,Dublin City University,0.0,,,DC
Business and administration,Business and Management,120.0,0.0,120.0,0.0,120,,352,7,Dundalk Institute of Technology,0.0,avp,,DK
Business and administration,Business and Technology,191.0,0.0,,0.0,191,,327,7,Dundalk Institute of Technology,0.0,avp,,DK
Business and administration,Digital Marketing and Public Relations,100.0,0.0,100.0,0.0,100,,349,7,Dundalk Institute of Technology,0.0,avp,,DK
Information and Communication Technologies (ICTs),Computing,106.0,0.0,106.0,0.0,106,,326,7,Dundalk Institute of Technology,0.0,avp,,DK
Information and Communication Technologies (ICTs),Augmented and Virtual Reality,144.0,0.0,144.0,0.0,144,,348,7,Dundalk Institute of Technology,0.0,avp,,DK
Architecture and construction,Building Surveying,165.0,0.0,,0.0,165,,330,7,Dundalk Institute of Technology,0.0,,,DK
Architecture and construction,Architectural Technology,332.0,0.0,,0.0,332,,392,7,Dundalk Institute of Technology,0.0,,,DK
Architecture and construction,Construction Management,120.0,0.0,,0.0,120,,321,7,Dundalk Institute of Technology,0.0,,,DK
Engineering and engineering trades,Engineering - Electrical and Electronic Systems,179.0,0.0,179.0,0.0,179,,339,7,Dundalk Institute of Technology,0.0,avp,,DK
Engineering and engineering trades,Engineering - Mechanical Engineering,166.0,0.0,166.0,0.0,166,,312,7,Dundalk Institute of Technology,0.0,avp,,DK
Architecture and construction,Engineering - Civil Engineering,190.0,0.0,157.0,0.0,157,,341,7,Dundalk Institute of Technology,0.0,avp,,DK
Personal services,Hospitality Management,176.0,0.0,176.0,0.0,176,,279,7,Dundalk Institute of Technology,0.0,avp,,DK
Personal services,Event Management,175.0,0.0,175.0,0.0,175,,347,7,Dundalk Institute of Technology,0.0,avp,,DK
Personal services,Culinary Arts,182.0,0.0,182.0,0.0,182,,387,7,Dundalk Institute of Technology,0.0,avp,v,DK
Personal services,"Sport, Exercise and Enterprise",233.0,0.0,,0.0,225,,329,7,Dundalk Institute of Technology,0.0,,,DK
Welfare,Community Youth Work (interview),240.0,0.0,240.0,0.0,240,,330,7,Dundalk Institute of Technology,1.0,avp,,DK
Arts,Audio and Music Production,261.0,0.0,,0.0,261,,361,7,Dundalk Institute of Technology,0.0,,,DK
Arts,Creative Media,165.0,0.0,165.0,0.0,165,,318,7,Dundalk Institute of Technology,0.0,avp,,DK
Arts,Theatre & Film Practice,190.0,0.0,190.0,0.0,190,,388,7,Dundalk Institute of Technology,0.0,avp,,DK
Arts,Musical Theatre (audition),,0.0,,0.0,,,,7,Dundalk Institute of Technology,1.0,,,DK
Biological and related sciences,Science - Bioscience,358.0,0.0,328.0,0.0,208,,381,7,Dundalk Institute of Technology,0.0,,,DK
Biological and related sciences,Science - Pharmaceutical Science,349.0,0.0,317.0,0.0,210,,362,7,Dundalk Institute of Technology,0.0,,,DK
Veterinary,Veterinary Nursing,399.0,0.0,,0.0,399,,445,7,Dundalk Institute of Technology,0.0,,,DK
Business and administration,Accounting and Finance,305.0,0.0,305.0,0.0,305,,401,8,Dundalk Institute of Technology,0.0,avp,,DK
Business and administration,Business Studies,300.0,0.0,300.0,0.0,300,,367,8,Dundalk Institute of Technology,0.0,avp,,DK
Information and Communication Technologies (ICTs),Computing in Games Development,311.0,0.0,311.0,0.0,311,,348,8,Dundalk Institute of Technology,0.0,avp,,DK
Information and Communication Technologies (ICTs),Computing in Software Development,302.0,0.0,302.0,0.0,302,,361,8,Dundalk Institute of Technology,0.0,avp,,DK
Information and Communication Technologies (ICTs),Augmented and Virtual Reality,307.0,0.0,,0.0,304,,380,8,Dundalk Institute of Technology,0.0,avp,,DK
Architecture and construction,Building Surveying,336.0,0.0,,0.0,336,,352,8,Dundalk Institute of Technology,0.0,,,DK
Architecture and construction,Architectural Technology,389.0,0.0,,0.0,389,,433,8,Dundalk Institute of Technology,0.0,,,DK
Architecture and construction,Construction Management,387.0,0.0,,0.0,387,,419,8,Dundalk Institute of Technology,0.0,,,DK
Engineering and engineering trades,Engineering (Common Entry),340.0,0.0,340.0,0.0,340,,439,8,Dundalk Institute of Technology,0.0,avp,,DK
Engineering and engineering trades,Mechanical Engineering,305.0,0.0,305.0,0.0,305,,448,8,Dundalk Institute of Technology,0.0,avp,,DK
Engineering and engineering trades,Electrical & Electronic Engineering,304.0,0.0,304.0,0.0,304,,392,8,Dundalk Institute of Technology,0.0,avp,,DK
Architecture and construction,Civil Engineering,391.0,0.0,361.0,0.0,361,,392,8,Dundalk Institute of Technology,0.0,avp,,DK
Personal services,International Tourism Management,317.0,0.0,317.0,0.0,317,,377,8,Dundalk Institute of Technology,0.0,avp,,DK
Arts,Music (audition),532.0,0.0,532.0,0.0,503,,634,8,Dundalk Institute of Technology,1.0,avp,,DK
Social and behavioural sciences,Arts,302.0,0.0,302.0,0.0,302,,363,8,Dundalk Institute of Technology,0.0,avp,,DK
Welfare,Social Care,301.0,0.0,,0.0,301,,347,8,Dundalk Institute of Technology,0.0,,,DK
Arts,Creative Media,308.0,0.0,308.0,0.0,308,,337,8,Dundalk Institute of Technology,0.0,avp,,DK
Arts,Film and Television Production,300.0,0.0,300.0,0.0,300,,402,8,Dundalk Institute of Technology,0.0,avp,v,DK
Arts,Audio and Music Production,301.0,0.0,,0.0,301,,367,8,Dundalk Institute of Technology,0.0,,,DK
Health,General Nursing,403.0,0.0,401.0,0.0,397,1.0,419,8,Dundalk Institute of Technology,0.0,,,DK
Health,Intellectual Disability Nursing,336.0,0.0,,0.0,336,,358,8,Dundalk Institute of Technology,0.0,,,DK
Health,Mental Health Nursing,356.0,0.0,,0.0,356,,379,8,Dundalk Institute of Technology,0.0,,,DK
Welfare,Early Childhood Studies,321.0,0.0,,0.0,321,,388,8,Dundalk Institute of Technology,0.0,,,DK
Health,Midwifery,440.0,0.0,,0.0,440,,470,8,Dundalk Institute of Technology,0.0,,,DK
Health,Health and Physical Activity,328.0,0.0,,0.0,328,,389,8,Dundalk Institute of Technology,0.0,,,DK
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agriculture (Award options),310.0,0.0,,0.0,310,,380,8,Dundalk Institute of Technology,0.0,,,DK
"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science (Award options),358.0,0.0,321.0,0.0,300,,370,8,Dundalk Institute of Technology,0.0,,,DK
Agriculture,Sustainable Agriculture,,0.0,,0.0,,,,8,Dundalk Institute of Technology,0.0,,,DK
Manufacturing and processing,Agri-Food Production,,0.0,,0.0,,,,8,Dundalk Institute of Technology,0.0,,,DK
Manufacturing and processing,Biopharmaceutical Science,301.0,0.0,,0.0,301,,338,8,Dundalk Institute of Technology,0.0,,,DK
Environment,Environmental Science,330.0,0.0,,0.0,330,,589,8,Dundalk Institute of Technology,0.0,,,DK
Business and administration,Business - Applied Entrepreneurship,,0.0,,0.0,AQA,,359,7,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,,DL
Humanities (except languages),"English, Media and Cultural Studies",212.0,0.0,212.0,0.0,212,,347,8,"Dun Laoghaire Institute of Art, Design and Technology",0.0,avp,,DL
